"","date","ws1","ws2","ws3","ws4","ws5","ws6","ws7","ws8","ws9","ws10","ws11","ws12","ws13","ws14","ws15","ws16","ws17","ws18","ws19","ws20","ws21","ws22","ws23","ws24","ws25","ws26"
"1",2005-01-01,75.9166666666667,84.9583333333333,74.9166666666667,75.9583333333333,75.25,88.4166666666667,79.4583333333333,75.9583333333333,62.0833333333333,71,75.5833333333333,83.0833333333333,68.2083333333333,72.2916666666667,74.9583333333333,79.125,74.9166666666667,79.125,77.4166666666667,86.3333333333333,73.0833333333333,66.7083333333333,80.4583333333333,87.2083333333333,70.7916666666667,76.5
"2",2005-01-02,75.75,86.25,80.9166666666667,78.5833333333333,74.5833333333333,93.8333333333333,81.75,76.4583333333333,77.0833333333333,81.5833333333333,80.5833333333333,88.0416666666667,68.2916666666667,78.3333333333333,80.8333333333333,79.6666666666667,81.5833333333333,79.3333333333333,77.8333333333333,87.0416666666667,80.7916666666667,67.0416666666667,84.4166666666667,95.5416666666667,70.6666666666667,81.75
"3",2005-01-03,76.5,85.25,82.25,81.625,75.4166666666667,92.4166666666667,80.375,77.6666666666667,73.9166666666667,83.1666666666667,82.875,87.125,68.625,79.5416666666667,78.7083333333333,91,80.25,83.4583333333333,76.5,95.375,79.2916666666667,72.4166666666667,85.3333333333333,86.5416666666667,71.875,81.625
"4",2005-01-04,76.2916666666667,77.2083333333333,76.1666666666667,71.9583333333333,73.9583333333333,81.625,72.2083333333333,72.9166666666667,74.9583333333333,70.2083333333333,72.9166666666667,79.625,68,70.8333333333333,70.5,91.5416666666667,70.7083333333333,76.7916666666667,66.9166666666667,90.625,74.9166666666667,68.5,79.25,80.9166666666667,63.7083333333333,73.5416666666667
"5",2005-01-05,71.125,78.0833333333333,80.2083333333333,70.5,73.2916666666667,87.0833333333333,74.3333333333333,73.5,70.5416666666667,76.7916666666667,75.0833333333333,79.3333333333333,67.0416666666667,73.25,74.5,87.125,72.375,75.5416666666667,65.4583333333333,88.0416666666667,73.4166666666667,70.1666666666667,76.7083333333333,94.9583333333333,70.375,77.375
"6",2005-01-06,79,76.0833333333333,81.625,82.125,68.2916666666667,88.4166666666667,72.875,69.9583333333333,71.875,73.8333333333333,87,92.6666666666667,67.3333333333333,84.2916666666667,78.7916666666667,88.5833333333333,76.2083333333333,71.7083333333333,80.375,90.2083333333333,85.2916666666667,69.5,71.7083333333333,82.5416666666667,65,76.9583333333333
"7",2005-01-07,63.75,69.2916666666667,73.3333333333333,73.125,74.2083333333333,80.5833333333333,73.9583333333333,71.1666666666667,64.4166666666667,71.2083333333333,69.375,77.7916666666667,67.125,80.625,58.6666666666667,81.4583333333333,66.5416666666667,80.7083333333333,78.0833333333333,84.4166666666667,77.0833333333333,53.6666666666667,76.5,77.2916666666667,62.2083333333333,73.125
"8",2005-01-08,79.8333333333333,87.8333333333333,82.5833333333333,79.8333333333333,78.9583333333333,86.9166666666667,78.5833333333333,80.5416666666667,76.75,80.4166666666667,85,89.3333333333333,67.6666666666667,85.4166666666667,82.0416666666667,89.0833333333333,83.9583333333333,84.625,81.4166666666667,94.4583333333333,75.9166666666667,66.375,82.9583333333333,89.6666666666667,71.7916666666667,81.9583333333333
"9",2005-01-09,61.5833333333333,79,81.5,73.0416666666667,69.9166666666667,83.7916666666667,69.6666666666667,72.2916666666667,74.4583333333333,68.25,73.4583333333333,77.5416666666667,67.5833333333333,68.75,77.4583333333333,75.4583333333333,71.625,76.0416666666667,67.75,79,70.75,64.5416666666667,71.1666666666667,87.375,60.5,72.5416666666667
"10",2005-01-10,77.9166666666667,88.9166666666667,76.5833333333333,77.6666666666667,80.2083333333333,95.1666666666667,79.6666666666667,77.0833333333333,64.5833333333333,80.5,77.7083333333333,81.1666666666667,68.875,74,81.5416666666667,92.375,87.8333333333333,83.5833333333333,80,98.0416666666667,73.25,61.625,86.875,90.1666666666667,76.875,82.2083333333333
"11",2005-01-11,78,86.375,82.4166666666667,83.4583333333333,82.125,94.4583333333333,82.7083333333333,80.875,76.375,82.625,81.9583333333333,85.4583333333333,67.6666666666667,80.5416666666667,78.3333333333333,76.875,84.0833333333333,84.375,79.4166666666667,88.9583333333333,80.7916666666667,68.625,82.5416666666667,91.8333333333333,75.75,83.7916666666667
"12",2005-01-12,81.5833333333333,84.7083333333333,78.7083333333333,84,84.75,83.2916666666667,80.2916666666667,81.4583333333333,75.8333333333333,80.0833333333333,89.125,93.5416666666667,68.2083333333333,87.375,85.2083333333333,86.0416666666667,81.0833333333333,84.8333333333333,82.375,89.5833333333333,86.8333333333333,79.0833333333333,84.2083333333333,85.25,70.4166666666667,82.5416666666667
"13",2005-01-13,77.3333333333333,78.125,84.2083333333333,80.3333333333333,84,82.3333333333333,82.7083333333333,83.625,80.625,79.2916666666667,88.1666666666667,92.75,69.0416666666667,83.125,84.4583333333333,86.0833333333333,83.875,81.625,77.875,87.625,84.8333333333333,75.0416666666667,83.3333333333333,81,68.25,85.125
